edge_id,from_node_id,to_node_id,feeder_id,substation_id,edge_type,conductor_type,phase,length_miles,length_ft,impedance_r_ohm_per_mile,impedance_x_ohm_per_mile,impedance_z0_ohm_per_mile,rated_amps,nominal_voltage_kv,num_phases,is_overhead,installation_year,status
EDGE-041183,FUSE-XFMR-020269,XFMR-020269,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AB,0.815,4304.0,0.5814,0.5247,0.5345,230,12.47,2,1,,closed
EDGE-041184,JCT-FDR-0060-004,FUSE-XFMR-020270,FDR-0060,SUB-014,lateral_overhead,#4 CU,B,0.145,767.4,1.5149,0.5324,1.007,100,12.47,1,1,,closed
EDGE-041185,FUSE-XFMR-020270,XFMR-020270,FDR-0060,SUB-014,lateral_overhead,#4 CU,B,0.824,4348.9,1.4063,0.5178,1.007,100,12.47,1,1,,closed
EDGE-041186,JCT-FDR-0060-004,FUSE-XFMR-020271,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AB,0.147,777.0,0.6328,0.4856,0.5345,230,12.47,2,1,,closed
EDGE-041187,FUSE-XFMR-020271,XFMR-020271,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AB,0.834,4402.7,0.6454,0.476,0.5345,230,12.47,2,1,,closed
EDGE-041188,JCT-FDR-0060-004,JCT-FDR-0060-005,FDR-0060,SUB-014,primary_overhead,4/0 AL,ABC,0.82,4329.6,0.2781,0.4447,0.3912,340,12.47,3,1,,closed
EDGE-041189,JCT-FDR-0060-005,FUSE-XFMR-020272,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.001,3.2,0.8532,0.4676,0.6985,150,12.47,1,1,,closed
EDGE-041190,FUSE-XFMR-020272,XFMR-020272,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.003,18.0,0.9652,0.4805,0.6985,150,12.47,1,1,,closed
EDGE-041191,JCT-FDR-0060-005,FUSE-XFMR-020273,FDR-0060,SUB-014,lateral_underground,#2 ACSR,BC,0.002,8.7,0.8192,0.5136,0.6985,150,12.47,2,0,,closed
EDGE-041192,FUSE-XFMR-020273,XFMR-020273,FDR-0060,SUB-014,lateral_underground,#2 ACSR,BC,0.009,49.4,0.8431,0.4892,0.6985,150,12.47,2,0,,closed
EDGE-041193,JCT-FDR-0060-005,FUSE-XFMR-020274,FDR-0060,SUB-014,lateral_overhead,4/0 AL,A,0.003,16.6,0.3216,0.4005,0.3655,340,12.47,1,1,,closed
EDGE-041194,FUSE-XFMR-020274,XFMR-020274,FDR-0060,SUB-014,lateral_overhead,4/0 AL,A,0.018,94.2,0.2905,0.4612,0.3655,340,12.47,1,1,,closed
EDGE-041195,JCT-FDR-0060-005,FUSE-XFMR-020275,FDR-0060,SUB-014,lateral_overhead,4/0 AL,C,0.004,23.8,0.3145,0.4111,0.3655,340,12.47,1,1,,closed
EDGE-041196,FUSE-XFMR-020275,XFMR-020275,FDR-0060,SUB-014,lateral_overhead,4/0 AL,C,0.025,134.6,0.2799,0.404,0.3655,340,12.47,1,1,,closed
EDGE-041197,JCT-FDR-0060-005,FUSE-XFMR-020276,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,A,0.005,27.7,0.8165,0.5006,0.6985,150,12.47,1,1,,closed
EDGE-041198,FUSE-XFMR-020276,XFMR-020276,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,A,0.03,157.1,0.9214,0.5137,0.6985,150,12.47,1,1,,closed
EDGE-041199,JCT-FDR-0060-005,FUSE-XFMR-020277,FDR-0060,SUB-014,lateral_underground,#4 CU,A,0.008,40.4,1.4948,0.4747,1.007,100,12.47,1,0,,closed
EDGE-041200,FUSE-XFMR-020277,XFMR-020277,FDR-0060,SUB-014,lateral_underground,#4 CU,A,0.043,228.9,1.55,0.5167,1.007,100,12.47,1,0,,closed
EDGE-041201,JCT-FDR-0060-005,FUSE-XFMR-020278,FDR-0060,SUB-014,lateral_underground,1/0 AL,AC,0.008,43.6,0.5435,0.4374,0.5345,230,12.47,2,0,,closed
EDGE-041202,FUSE-XFMR-020278,XFMR-020278,FDR-0060,SUB-014,lateral_underground,1/0 AL,AC,0.047,246.8,0.5354,0.5001,0.5345,230,12.47,2,0,,closed
EDGE-041203,JCT-FDR-0060-005,FUSE-XFMR-020279,FDR-0060,SUB-014,lateral_underground,#2 ACSR,C,0.01,53.9,0.9835,0.4684,0.6985,150,12.47,1,0,,closed
EDGE-041204,FUSE-XFMR-020279,XFMR-020279,FDR-0060,SUB-014,lateral_underground,#2 ACSR,C,0.058,305.2,0.9478,0.4676,0.6985,150,12.47,1,0,,closed
EDGE-041205,JCT-FDR-0060-005,FUSE-XFMR-020280,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,BC,0.011,60.2,0.9762,0.4983,0.6985,150,12.47,2,1,,closed
EDGE-041206,FUSE-XFMR-020280,XFMR-020280,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,BC,0.065,341.1,0.9372,0.4894,0.6985,150,12.47,2,1,,closed
EDGE-041207,JCT-FDR-0060-005,FUSE-XFMR-020281,FDR-0060,SUB-014,lateral_overhead,4/0 AL,BC,0.013,68.9,0.2991,0.442,0.3655,340,12.47,2,1,,closed
EDGE-041208,FUSE-XFMR-020281,XFMR-020281,FDR-0060,SUB-014,lateral_overhead,4/0 AL,BC,0.074,390.5,0.3074,0.4156,0.3655,340,12.47,2,1,,closed
EDGE-041209,JCT-FDR-0060-005,FUSE-XFMR-020282,FDR-0060,SUB-014,lateral_overhead,#4 CU,ABC,0.015,76.8,1.4795,0.4898,1.007,100,12.47,3,1,,closed
EDGE-041210,FUSE-XFMR-020282,XFMR-020282,FDR-0060,SUB-014,lateral_overhead,#4 CU,ABC,0.082,435.3,1.4844,0.5516,1.007,100,12.47,3,1,,closed
EDGE-041211,JCT-FDR-0060-005,FUSE-XFMR-020283,FDR-0060,SUB-014,lateral_underground,#2 ACSR,A,0.016,85.5,0.9132,0.4975,0.6985,150,12.47,1,0,,closed
EDGE-041212,FUSE-XFMR-020283,XFMR-020283,FDR-0060,SUB-014,lateral_underground,#2 ACSR,A,0.092,484.7,0.8315,0.4716,0.6985,150,12.47,1,0,,closed
EDGE-041213,JCT-FDR-0060-005,FUSE-XFMR-020284,FDR-0060,SUB-014,lateral_overhead,4/0 AL,ABC,0.017,91.1,0.2788,0.4558,0.3655,340,12.47,3,1,,closed
EDGE-041214,FUSE-XFMR-020284,XFMR-020284,FDR-0060,SUB-014,lateral_overhead,4/0 AL,ABC,0.098,516.1,0.2681,0.458,0.3655,340,12.47,3,1,,closed
EDGE-041215,JCT-FDR-0060-005,FUSE-XFMR-020285,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.019,99.8,0.8799,0.5343,0.6985,150,12.47,1,1,,closed
EDGE-041216,FUSE-XFMR-020285,XFMR-020285,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.107,565.5,0.8361,0.5301,0.6985,150,12.47,1,1,,closed
EDGE-041217,JCT-FDR-0060-005,FUSE-XFMR-020286,FDR-0060,SUB-014,lateral_overhead,4/0 AL,AB,0.02,107.7,0.2901,0.4282,0.3655,340,12.47,2,1,,closed
EDGE-041218,FUSE-XFMR-020286,XFMR-020286,FDR-0060,SUB-014,lateral_overhead,4/0 AL,AB,0.116,610.4,0.2789,0.4521,0.3655,340,12.47,2,1,,closed
EDGE-041219,JCT-FDR-0060-005,FUSE-XFMR-020287,FDR-0060,SUB-014,lateral_overhead,#4 CU,AB,0.022,115.6,1.5957,0.53,1.007,100,12.47,2,1,,closed
EDGE-041220,FUSE-XFMR-020287,XFMR-020287,FDR-0060,SUB-014,lateral_overhead,#4 CU,AB,0.124,655.2,1.371,0.5571,1.007,100,12.47,2,1,,closed
EDGE-041221,JCT-FDR-0060-005,FUSE-XFMR-020288,FDR-0060,SUB-014,lateral_overhead,#4 CU,BC,0.024,124.3,1.462,0.5189,1.007,100,12.47,2,1,,closed
EDGE-041222,FUSE-XFMR-020288,XFMR-020288,FDR-0060,SUB-014,lateral_overhead,#4 CU,BC,0.133,704.6,1.5808,0.5058,1.007,100,12.47,2,1,,closed
EDGE-041223,JCT-FDR-0060-005,FUSE-XFMR-020289,FDR-0060,SUB-014,lateral_underground,#4 CU,B,0.025,129.9,1.5263,0.4919,1.007,100,12.47,1,0,,closed
EDGE-041224,FUSE-XFMR-020289,XFMR-020289,FDR-0060,SUB-014,lateral_underground,#4 CU,B,0.139,736.0,1.5225,0.4614,1.007,100,12.47,1,0,,closed
EDGE-041225,JCT-FDR-0060-005,FUSE-XFMR-020290,FDR-0060,SUB-014,lateral_underground,#4 CU,AB,0.026,139.4,1.4031,0.5108,1.007,100,12.47,2,0,,closed
EDGE-041226,FUSE-XFMR-020290,XFMR-020290,FDR-0060,SUB-014,lateral_underground,#4 CU,AB,0.15,789.9,1.487,0.4709,1.007,100,12.47,2,0,,closed
EDGE-041227,JCT-FDR-0060-005,FUSE-XFMR-020291,FDR-0060,SUB-014,lateral_overhead,#4 CU,A,0.028,150.5,1.616,0.4706,1.007,100,12.47,1,1,,closed
EDGE-041228,FUSE-XFMR-020291,XFMR-020291,FDR-0060,SUB-014,lateral_overhead,#4 CU,A,0.162,852.7,1.5222,0.465,1.007,100,12.47,1,1,,closed
EDGE-041229,JCT-FDR-0060-005,FUSE-XFMR-020292,FDR-0060,SUB-014,lateral_underground,4/0 AL,A,0.029,155.2,0.285,0.427,0.3655,340,12.47,1,0,,closed
EDGE-041230,FUSE-XFMR-020292,XFMR-020292,FDR-0060,SUB-014,lateral_underground,4/0 AL,A,0.167,879.6,0.3016,0.4036,0.3655,340,12.47,1,0,,closed
EDGE-041231,JCT-FDR-0060-005,FUSE-XFMR-020293,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,BC,0.031,163.2,0.8132,0.4892,0.6985,150,12.47,2,1,,closed
EDGE-041232,FUSE-XFMR-020293,XFMR-020293,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,BC,0.175,924.5,0.8569,0.4973,0.6985,150,12.47,2,1,,closed
EDGE-041233,JCT-FDR-0060-005,FUSE-XFMR-020294,FDR-0060,SUB-014,lateral_overhead,1/0 AL,ABC,0.032,169.5,0.5469,0.492,0.5345,230,12.47,3,1,,closed
EDGE-041234,FUSE-XFMR-020294,XFMR-020294,FDR-0060,SUB-014,lateral_overhead,1/0 AL,ABC,0.182,960.4,0.5439,0.4822,0.5345,230,12.47,3,1,,closed
EDGE-041235,JCT-FDR-0060-005,FUSE-XFMR-020295,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AB,0.034,181.4,0.6091,0.4582,0.5345,230,12.47,2,1,,closed
EDGE-041236,FUSE-XFMR-020295,XFMR-020295,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AB,0.195,1027.8,0.5594,0.4763,0.5345,230,12.47,2,1,,closed
EDGE-041237,JCT-FDR-0060-005,FUSE-XFMR-020296,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,C,0.035,184.5,0.9191,0.5375,0.6985,150,12.47,1,1,,closed
EDGE-041238,FUSE-XFMR-020296,XFMR-020296,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,C,0.198,1045.7,0.9774,0.4639,0.6985,150,12.47,1,1,,closed
EDGE-041239,JCT-FDR-0060-005,FUSE-XFMR-020297,FDR-0060,SUB-014,lateral_underground,#4 CU,ABC,0.037,193.2,1.5867,0.539,1.007,100,12.47,3,0,,closed
EDGE-041240,FUSE-XFMR-020297,XFMR-020297,FDR-0060,SUB-014,lateral_underground,#4 CU,ABC,0.207,1095.1,1.5645,0.4869,1.007,100,12.47,3,0,,closed
EDGE-041241,JCT-FDR-0060-005,FUSE-XFMR-020298,FDR-0060,SUB-014,lateral_overhead,1/0 AL,ABC,0.038,200.4,0.6459,0.4748,0.5345,230,12.47,3,1,,closed
EDGE-041242,FUSE-XFMR-020298,XFMR-020298,FDR-0060,SUB-014,lateral_overhead,1/0 AL,ABC,0.215,1135.5,0.5431,0.4611,0.5345,230,12.47,3,1,,closed
EDGE-041243,JCT-FDR-0060-005,FUSE-XFMR-020299,FDR-0060,SUB-014,lateral_overhead,#4 CU,AB,0.04,213.0,1.5774,0.4971,1.007,100,12.47,2,1,,closed
EDGE-041244,FUSE-XFMR-020299,XFMR-020299,FDR-0060,SUB-014,lateral_overhead,#4 CU,AB,0.229,1207.3,1.5514,0.535,1.007,100,12.47,2,1,,closed
EDGE-041245,JCT-FDR-0060-005,FUSE-XFMR-020300,FDR-0060,SUB-014,lateral_overhead,#4 CU,AB,0.041,217.8,1.6127,0.5104,1.007,100,12.47,2,1,,closed
EDGE-041246,FUSE-XFMR-020300,XFMR-020300,FDR-0060,SUB-014,lateral_overhead,#4 CU,AB,0.234,1234.2,1.4554,0.5618,1.007,100,12.47,2,1,,closed
EDGE-041247,JCT-FDR-0060-005,FUSE-XFMR-020301,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.042,224.1,0.9,0.5005,0.6985,150,12.47,1,1,,closed
EDGE-041248,FUSE-XFMR-020301,XFMR-020301,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.241,1270.1,0.825,0.5015,0.6985,150,12.47,1,1,,closed
EDGE-041249,JCT-FDR-0060-005,FUSE-XFMR-020302,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.044,231.3,0.8434,0.5321,0.6985,150,12.47,1,1,,closed
EDGE-041250,FUSE-XFMR-020302,XFMR-020302,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.248,1310.5,0.9489,0.4633,0.6985,150,12.47,1,1,,closed
EDGE-041251,JCT-FDR-0060-005,FUSE-XFMR-020303,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,C,0.045,240.0,0.9356,0.4567,0.6985,150,12.47,1,1,,closed
EDGE-041252,FUSE-XFMR-020303,XFMR-020303,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,C,0.258,1359.9,0.8968,0.5512,0.6985,150,12.47,1,1,,closed
EDGE-041253,JCT-FDR-0060-005,FUSE-XFMR-020304,FDR-0060,SUB-014,lateral_overhead,4/0 AL,ABC,0.047,249.5,0.2896,0.4442,0.3655,340,12.47,3,1,,closed
EDGE-041254,FUSE-XFMR-020304,XFMR-020304,FDR-0060,SUB-014,lateral_overhead,4/0 AL,ABC,0.268,1413.7,0.2839,0.4707,0.3655,340,12.47,3,1,,closed
EDGE-041255,JCT-FDR-0060-005,FUSE-XFMR-020305,FDR-0060,SUB-014,lateral_overhead,#4 CU,AC,0.048,255.0,1.4279,0.5405,1.007,100,12.47,2,1,,closed
EDGE-041256,FUSE-XFMR-020305,XFMR-020305,FDR-0060,SUB-014,lateral_overhead,#4 CU,AC,0.274,1445.1,1.4256,0.4992,1.007,100,12.47,2,1,,closed
EDGE-041257,JCT-FDR-0060-005,FUSE-XFMR-020306,FDR-0060,SUB-014,lateral_overhead,4/0 AL,AB,0.05,262.2,0.3245,0.4695,0.3655,340,12.47,2,1,,closed
EDGE-041258,FUSE-XFMR-020306,XFMR-020306,FDR-0060,SUB-014,lateral_overhead,4/0 AL,AB,0.281,1485.5,0.2783,0.432,0.3655,340,12.47,2,1,,closed
EDGE-041259,JCT-FDR-0060-005,FUSE-XFMR-020307,FDR-0060,SUB-014,lateral_overhead,4/0 AL,B,0.051,270.9,0.3163,0.4288,0.3655,340,12.47,1,1,,closed
EDGE-041260,FUSE-XFMR-020307,XFMR-020307,FDR-0060,SUB-014,lateral_overhead,4/0 AL,B,0.291,1534.9,0.2897,0.4699,0.3655,340,12.47,1,1,,closed
EDGE-041261,JCT-FDR-0060-005,FUSE-XFMR-020308,FDR-0060,SUB-014,lateral_overhead,#4 CU,AC,0.053,278.8,1.4568,0.5043,1.007,100,12.47,2,1,,closed
EDGE-041262,FUSE-XFMR-020308,XFMR-020308,FDR-0060,SUB-014,lateral_overhead,#4 CU,AC,0.299,1579.8,1.5435,0.5007,1.007,100,12.47,2,1,,closed
EDGE-041263,JCT-FDR-0060-005,FUSE-XFMR-020309,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AC,0.054,286.7,0.5789,0.4462,0.5345,230,12.47,2,1,,closed
EDGE-041264,FUSE-XFMR-020309,XFMR-020309,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AC,0.308,1624.7,0.5707,0.4697,0.5345,230,12.47,2,1,,closed
EDGE-041265,JCT-FDR-0060-005,FUSE-XFMR-020310,FDR-0060,SUB-014,lateral_underground,#4 CU,C,0.056,296.2,1.4764,0.4733,1.007,100,12.47,1,0,,closed
EDGE-041266,FUSE-XFMR-020310,XFMR-020310,FDR-0060,SUB-014,lateral_underground,#4 CU,C,0.318,1678.5,1.6107,0.4966,1.007,100,12.47,1,0,,closed
EDGE-041267,JCT-FDR-0060-005,FUSE-XFMR-020311,FDR-0060,SUB-014,lateral_underground,1/0 AL,C,0.057,302.5,0.5776,0.4508,0.5345,230,12.47,1,0,,closed
EDGE-041268,FUSE-XFMR-020311,XFMR-020311,FDR-0060,SUB-014,lateral_underground,1/0 AL,C,0.325,1714.4,0.6315,0.4368,0.5345,230,12.47,1,0,,closed
EDGE-041269,JCT-FDR-0060-005,FUSE-XFMR-020312,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AC,0.059,311.3,0.5414,0.4913,0.5345,230,12.47,2,1,,closed
EDGE-041270,FUSE-XFMR-020312,XFMR-020312,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AC,0.334,1763.8,0.6049,0.4362,0.5345,230,12.47,2,1,,closed
EDGE-041271,JCT-FDR-0060-005,FUSE-XFMR-020313,FDR-0060,SUB-014,lateral_overhead,4/0 AL,ABC,0.06,319.2,0.2825,0.392,0.3655,340,12.47,3,1,,closed
EDGE-041272,FUSE-XFMR-020313,XFMR-020313,FDR-0060,SUB-014,lateral_overhead,4/0 AL,ABC,0.343,1808.7,0.2704,0.4212,0.3655,340,12.47,3,1,,closed
EDGE-041273,JCT-FDR-0060-005,FUSE-XFMR-020314,FDR-0060,SUB-014,lateral_overhead,#4 CU,A,0.062,329.5,1.3645,0.5176,1.007,100,12.47,1,1,,closed
EDGE-041274,FUSE-XFMR-020314,XFMR-020314,FDR-0060,SUB-014,lateral_overhead,#4 CU,A,0.354,1867.0,1.4072,0.4654,1.007,100,12.47,1,1,,closed
EDGE-041275,JCT-FDR-0060-005,FUSE-XFMR-020315,FDR-0060,SUB-014,lateral_overhead,#4 CU,ABC,0.064,336.6,1.5655,0.483,1.007,100,12.47,3,1,,closed
EDGE-041276,FUSE-XFMR-020315,XFMR-020315,FDR-0060,SUB-014,lateral_overhead,#4 CU,ABC,0.361,1907.4,1.5492,0.497,1.007,100,12.47,3,1,,closed
EDGE-041277,JCT-FDR-0060-005,FUSE-XFMR-020316,FDR-0060,SUB-014,lateral_overhead,1/0 AL,BC,0.065,342.1,0.5516,0.5236,0.5345,230,12.47,2,1,,closed
EDGE-041278,FUSE-XFMR-020316,XFMR-020316,FDR-0060,SUB-014,lateral_overhead,1/0 AL,BC,0.367,1938.8,0.6041,0.5175,0.5345,230,12.47,2,1,,closed
EDGE-041279,JCT-FDR-0060-005,FUSE-XFMR-020317,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.067,351.6,0.8689,0.4812,0.6985,150,12.47,1,1,,closed
EDGE-041280,FUSE-XFMR-020317,XFMR-020317,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,B,0.377,1992.7,0.9551,0.5241,0.6985,150,12.47,1,1,,closed
EDGE-041281,JCT-FDR-0060-005,FUSE-XFMR-020318,FDR-0060,SUB-014,lateral_underground,#4 CU,C,0.068,358.0,1.4161,0.485,1.007,100,12.47,1,0,,closed
EDGE-041282,FUSE-XFMR-020318,XFMR-020318,FDR-0060,SUB-014,lateral_underground,#4 CU,C,0.384,2028.6,1.5945,0.4949,1.007,100,12.47,1,0,,closed
EDGE-041283,JCT-FDR-0060-005,FUSE-XFMR-020319,FDR-0060,SUB-014,lateral_overhead,4/0 AL,AC,0.069,366.7,0.2839,0.4448,0.3655,340,12.47,2,1,,closed
EDGE-041284,FUSE-XFMR-020319,XFMR-020319,FDR-0060,SUB-014,lateral_overhead,4/0 AL,AC,0.394,2077.9,0.2876,0.4751,0.3655,340,12.47,2,1,,closed
EDGE-041285,JCT-FDR-0060-005,FUSE-XFMR-020320,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,C,0.071,377.0,0.8684,0.5141,0.6985,150,12.47,1,1,,closed
EDGE-041286,FUSE-XFMR-020320,XFMR-020320,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,C,0.405,2136.3,0.9023,0.5058,0.6985,150,12.47,1,1,,closed
EDGE-041287,JCT-FDR-0060-005,FUSE-XFMR-020321,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AC,0.072,381.7,0.6276,0.4659,0.5345,230,12.47,2,1,,closed
EDGE-041288,FUSE-XFMR-020321,XFMR-020321,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AC,0.41,2163.2,0.6389,0.4565,0.5345,230,12.47,2,1,,closed
EDGE-041289,JCT-FDR-0060-005,FUSE-XFMR-020322,FDR-0060,SUB-014,lateral_overhead,#4 CU,AC,0.074,389.7,1.5221,0.5089,1.007,100,12.47,2,1,,closed
EDGE-041290,FUSE-XFMR-020322,XFMR-020322,FDR-0060,SUB-014,lateral_overhead,#4 CU,AC,0.418,2208.1,1.621,0.5175,1.007,100,12.47,2,1,,closed
EDGE-041291,JCT-FDR-0060-005,FUSE-XFMR-020323,FDR-0060,SUB-014,lateral_underground,1/0 AL,B,0.075,395.2,0.5573,0.4593,0.5345,230,12.47,1,0,,closed
EDGE-041292,FUSE-XFMR-020323,XFMR-020323,FDR-0060,SUB-014,lateral_underground,1/0 AL,B,0.424,2239.5,0.5707,0.4509,0.5345,230,12.47,1,0,,closed
EDGE-041293,JCT-FDR-0060-005,FUSE-XFMR-020324,FDR-0060,SUB-014,lateral_underground,1/0 AL,B,0.077,407.1,0.5845,0.471,0.5345,230,12.47,1,0,,closed
EDGE-041294,FUSE-XFMR-020324,XFMR-020324,FDR-0060,SUB-014,lateral_underground,1/0 AL,B,0.437,2306.8,0.6043,0.4368,0.5345,230,12.47,1,0,,closed
EDGE-041295,JCT-FDR-0060-005,FUSE-XFMR-020325,FDR-0060,SUB-014,lateral_overhead,4/0 AL,AC,0.079,415.0,0.3091,0.4065,0.3655,340,12.47,2,1,,closed
EDGE-041296,FUSE-XFMR-020325,XFMR-020325,FDR-0060,SUB-014,lateral_overhead,4/0 AL,AC,0.445,2351.7,0.297,0.4328,0.3655,340,12.47,2,1,,closed
EDGE-041297,JCT-FDR-0060-005,FUSE-XFMR-020326,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AC,0.08,419.8,0.5992,0.51,0.5345,230,12.47,2,1,,closed
EDGE-041298,FUSE-XFMR-020326,XFMR-020326,FDR-0060,SUB-014,lateral_overhead,1/0 AL,AC,0.451,2378.6,0.6387,0.4859,0.5345,230,12.47,2,1,,closed
EDGE-041299,JCT-FDR-0060-005,FUSE-XFMR-020327,FDR-0060,SUB-014,lateral_overhead,#4 CU,B,0.081,429.3,1.5276,0.5414,1.007,100,12.47,1,1,,closed
EDGE-041300,FUSE-XFMR-020327,XFMR-020327,FDR-0060,SUB-014,lateral_overhead,#4 CU,B,0.461,2432.5,1.6321,0.507,1.007,100,12.47,1,1,,closed
EDGE-041301,JCT-FDR-0060-005,FUSE-XFMR-020328,FDR-0060,SUB-014,lateral_underground,4/0 AL,C,0.083,437.2,0.2867,0.4767,0.3655,340,12.47,1,0,,closed
EDGE-041302,FUSE-XFMR-020328,XFMR-020328,FDR-0060,SUB-014,lateral_underground,4/0 AL,C,0.469,2477.4,0.2704,0.4443,0.3655,340,12.47,1,0,,closed
EDGE-041303,JCT-FDR-0060-005,FUSE-XFMR-020329,FDR-0060,SUB-014,lateral_overhead,#4 CU,A,0.084,444.3,1.6323,0.4974,1.007,100,12.47,1,1,,closed
EDGE-041304,FUSE-XFMR-020329,XFMR-020329,FDR-0060,SUB-014,lateral_overhead,#4 CU,A,0.477,2517.8,1.6524,0.4794,1.007,100,12.47,1,1,,closed
EDGE-041305,JCT-FDR-0060-005,FUSE-XFMR-020330,FDR-0060,SUB-014,lateral_overhead,4/0 AL,C,0.086,453.0,0.2868,0.4056,0.3655,340,12.47,1,1,,closed
EDGE-041306,FUSE-XFMR-020330,XFMR-020330,FDR-0060,SUB-014,lateral_overhead,4/0 AL,C,0.486,2567.1,0.302,0.4042,0.3655,340,12.47,1,1,,closed
EDGE-041307,JCT-FDR-0060-005,FUSE-XFMR-020331,FDR-0060,SUB-014,lateral_overhead,#4 CU,C,0.087,460.9,1.5562,0.5576,1.007,100,12.47,1,1,,closed
EDGE-041308,FUSE-XFMR-020331,XFMR-020331,FDR-0060,SUB-014,lateral_overhead,#4 CU,C,0.495,2612.0,1.603,0.5137,1.007,100,12.47,1,1,,closed
EDGE-041309,JCT-FDR-0060-005,FUSE-XFMR-020332,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,BC,0.089,468.1,0.979,0.5422,0.6985,150,12.47,2,1,,closed
EDGE-041310,FUSE-XFMR-020332,XFMR-020332,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,BC,0.502,2652.4,0.8828,0.4728,0.6985,150,12.47,2,1,,closed
EDGE-041311,JCT-FDR-0060-005,FUSE-XFMR-020333,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,ABC,0.09,474.4,0.8466,0.4988,0.6985,150,12.47,3,1,,closed
EDGE-041312,FUSE-XFMR-020333,XFMR-020333,FDR-0060,SUB-014,lateral_overhead,#2 ACSR,ABC,0.509,2688.3,0.9084,0.4936,0.6985,150,12.47,3,1,,closed
EDGE-041313,JCT-FDR-0060-005,FUSE-XFMR-020334,FDR-0060,SUB-014,lateral_overhead,1/0 AL,BC,0.092,485.5,0.5628,0.4301,0.5345,230,12.47,2,1,,closed
EDGE-041314,FUSE-XFMR-020334,XFMR-020334,FDR-0060,SUB-014,lateral_overhead,1/0 AL,BC,0.521,2751.1,0.5519,0.4897,0.5345,230,12.47,2,1,,closed
EDGE-041315,JCT-FDR-0060-005,FUSE-XFMR-020335,FDR-0060,SUB-014,lateral_overhead,#4 CU,AB,0.093,493.4,1.4112,0.4819,1.007,100,12.47,2,1,,closed
EDGE-041316,FUSE-XFMR-020335,XFMR-020335,FDR-0060,SUB-014,lateral_overhead,#4 CU,AB,0.53,2796.0,1.4014,0.5273,1.007,100,12.47,2,1,,closed
EDGE-041317,JCT-FDR-0060-005,FUSE-XFMR-020336,FDR-0060,SUB-014,lateral_underground,#2 ACSR,AB,0.094,497.4,0.8567,0.5412,0.6985,150,12.47,2,0,,closed
EDGE-041318,FUSE-XFMR-020336,XFMR-020336,FDR-0060,SUB-014,lateral_underground,#2 ACSR,AB,0.534,2818.5,0.8326,0.4751,0.6985,150,12.47,2,0,,closed
EDGE-041319,JCT-FDR-0060-005,FUSE-XFMR-020337,FDR-0060,SUB-014,lateral_underground,#4 CU,BC,0.096,509.3,1.4908,0.4916,1.007,100,12.47,2,0,,closed
EDGE-041320,FUSE-XFMR-020337,XFMR-020337,FDR-0060,SUB-014,lateral_underground,#4 CU,BC,0.547,2885.8,1.3916,0.471,1.007,100,12.47,2,0,,closed
EDGE-041321,JCT-FDR-0060-005,FUSE-XFMR-020338,FDR-0060,SUB-014,lateral_overhead,#4 CU,B,0.098,515.6,1.3613,0.495,1.007,100,12.47,1,1,,closed
EDGE-041322,FUSE-XFMR-020338,XFMR-020338,FDR-0060,SUB-014,lateral_overhead,#4 CU,B,0.553,2921.7,1.5996,0.5536,1.007,100,12.47,1,1,,closed
